purchase_date,product_type
12/29/2020,Canvas Painting
12/29/2020,Framed Poster
12/29/2020,Framed Poster
12/29/2020,Poster Print
12/29/2020,Poster Print
12/30/2020,Framed Poster
12/30/2020,Framed Poster
12/30/2020,Canvas Painting
12/30/2020,Framed Poster
12/30/2020,Framed Poster
12/30/2020,Framed Poster
12/30/2020,Poster Print
12/30/2020,Framed Poster
12/30/2020,Framed Poster
12/30/2020,Canvas Painting
12/30/2020,Framed Poster
12/30/2020,Canvas Painting
12/30/2020,Poster Print
12/30/2020,Framed Poster
12/30/2020,Framed Poster
12/30/2020,Framed Poster
12/30/2020,Framed Poster
12/31/2020,Canvas Painting
12/31/2020,Framed Poster
12/31/2020,Framed Poster
12/31/2020,Framed Poster
12/31/2020,Framed Poster
12/31/2020,Framed Poster
12/31/2020,Canvas Painting
12/31/2020,Framed Poster
12/31/2020,Framed Poster
12/31/2020,Framed Poster
